Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
10 4 -7.7350583 0.0 -28.4875 15.584 -91.5728 489.093 -2994.99 490.165 -3081.29 0.0 490.165 -3081.29 -40.3901 -28.4875 -2660.0027 12.035 12.035
10 5 -7.7350583 0.0 -28.4875 15.584 -91.5728 489.093 -2994.99 490.165 -3081.29 0.0 490.165 -3081.29 -40.3901 -28.4875 -2660.0027 12.035 12.035
10 6 -7.304745 0.0 -17.9352 15.5717 -91.3137 489.093 -2994.99 490.191 -3090.37 0.0 490.191 -3090.37 -40.8593 -17.9352 -2658.9736 13.2869 13.2869
10 7 -7.304745 0.0 -17.9352 15.5717 -91.3137 489.093 -2994.99 490.191 -3090.37 0.0 490.191 -3090.37 -40.8593 -17.9352 -2658.9736 13.2869 13.2869
11 0 -7.4208927 0.0 -34.5993 15.3188 -78.3619 489.093 -2994.99 490.936 -3055.1 0.0 490.936 -3055.1 -61.3715 -34.5993 -2660.1348 5.70508 5.70508
11 1 -7.4208927 0.0 -34.5993 15.3188 -78.3619 489.093 -2994.99 490.936 -3055.1 0.0 490.936 -3055.1 -61.3715 -34.5993 -2660.1348 5.70508 5.70508
11 2 -7.4086504 0.0 -34.7738 15.3275 -78.3036 489.093 -2994.99 491.021 -3054.69 0.0 491.021 -3054.69 -60.5868 -34.7738 -2659.0295 6.20193 6.20193
11 3 -7.4086504 0.0 -34.7738 15.3275 -78.3036 489.093 -2994.99 491.021 -3054.69 0.0 491.021 -3054.69 -60.5868 -34.7738 -2659.0295 6.20193 6.20193
11 4 -7.4086504 0.0 -34.7738 15.3275 -78.3036 489.093 -2994.99 491.021 -3054.69 0.0 491.021 -3054.69 -60.5868 -34.7738 -2659.0295 6.20193 6.20193
11 5 -7.4086504 0.0 -34.7738 15.3275 -78.3036 489.093 -2994.99 491.021 -3054.69 0.0 491.021 -3054.69 -60.5868 -34.7738 -2659.0295 6.20193 6.20193
11 6 -7.3554816 0.0 -34.4573 15.3314 -78.4842 489.093 -2994.99 491.089 -3054.59 0.0 491.089 -3054.59 -61.0267 -34.4573 -2658.9849 6.26624 6.26624
11 7 -7.3554816 0.0 -34.4573 15.3314 -78.4842 489.093 -2994.99 491.089 -3054.59 0.0 491.089 -3054.59 -61.0267 -34.4573 -2658.9849 6.26624 6.26624
12 0 -8.946348 0.0 -65.5282 15.6682 -87.7418 489.093 -2994.99 487.742 -3036.12 0.0 487.742 -3036.12 -45.6376 -65.5282 -2659.544 2.71886 2.71886
12 1 -8.946348 0.0 -65.5282 15.6682 -87.7418 489.093 -2994.99 487.742 -3036.12 0.0 487.742 -3036.12 -45.6376 -65.5282 -2659.544 2.71886 2.71886
12 2 -8.943195 0.0 -65.9051 15.6418 -87.642 489.093 -2994.99 487.718 -3035.39 0.0 487.718 -3035.39 -45.0991 -65.9051 -2658.676 3.68464 3.68464
12 3 -8.943195 0.0 -65.9051 15.6418 -87.642 489.093 -2994.99 487.718 -3035.39 0.0 487.718 -3035.39 -45.0991 -65.9051 -2658.676 3.68464 3.68464
12 4 -8.943195 0.0 -65.9051 15.6418 -87.642 489.093 -2994.99 487.718 -3035.39 0.0 487.718 -3035.39 -45.0991 -65.9051 -2658.676 3.68464 3.68464
12 5 -8.943195 0.0 -65.9051 15.6418 -87.642 489.093 -2994.99 487.718 -3035.39 0.0 487.718 -3035.39 -45.0991 -65.9051 -2658.676 3.68464 3.68464
12 6 -8.890694 0.0 -64.2372 15.7029 -87.2976 489.093 -2994.99 487.646 -3036.56 0.0 487.646 -3036.56 -45.1214 -64.2372 -2658.2727 3.44458 3.44458
12 7 -8.890694 0.0 -64.2372 15.7029 -87.2976 489.093 -2994.99 487.646 -3036.56 0.0 487.646 -3036.56 -45.1214 -64.2372 -2658.2727 3.44458 3.44458
