Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
9 1 -6.4584846 0.0 -21.9421 8.58741 -15.3599 60.3271 -331.691 61.4278 -341.896 0.0 61.4278 -341.896 26.5622 -21.9421 -275.8481 43.9202 43.9202
9 2 -6.263255 0.0 -18.92 8.68679 -14.9414 60.3271 -331.691 61.3707 -342.717 0.0 61.3707 -342.717 26.7677 -18.92 -273.49863 46.4164 46.4164
9 3 -6.263255 0.0 -18.92 8.68679 -14.9414 60.3271 -331.691 61.3707 -342.717 0.0 61.3707 -342.717 26.7677 -18.92 -273.49863 46.4164 46.4164
9 4 -6.263255 0.0 -18.92 8.68679 -14.9414 60.3271 -331.691 61.3707 -342.717 0.0 61.3707 -342.717 26.7677 -18.92 -273.49863 46.4164 46.4164
9 5 -6.263255 0.0 -18.92 8.68679 -14.9414 60.3271 -331.691 61.3707 -342.717 0.0 61.3707 -342.717 26.7677 -18.92 -273.49863 46.4164 46.4164
9 6 -6.2643847 0.0 -18.8817 8.69951 -14.8161 60.3271 -331.691 61.3392 -342.601 0.0 61.3392 -342.601 26.8398 -18.8817 -273.3037 46.5393 46.5393
9 7 -6.2643847 0.0 -18.8817 8.69951 -14.8161 60.3271 -331.691 61.3392 -342.601 0.0 61.3392 -342.601 26.8398 -18.8817 -273.3037 46.5393 46.5393
10 0 -6.8507257 0.0 -35.188 8.54527 -13.2439 60.3271 -331.691 62.0984 -326.816 0.0 62.0984 -326.816 24.2645 -35.188 -275.6411 39.6128 39.6128
10 1 -6.8507257 0.0 -35.188 8.54527 -13.2439 60.3271 -331.691 62.0984 -326.816 0.0 62.0984 -326.816 24.2645 -35.188 -275.6411 39.6128 39.6128
10 2 -6.8298984 0.0 -34.9792 8.56015 -13.17 60.3271 -331.691 62.0961 -326.698 0.0 62.0961 -326.698 24.2805 -34.9792 -275.3006 39.8928 39.8928
10 3 -6.829109 0.0 -35.0736 8.55007 -13.1743 60.3271 -331.691 62.0896 -326.549 0.0 62.0896 -326.549 24.3352 -35.0736 -275.1978 40.0262 40.0262
10 4 -6.829109 0.0 -35.0736 8.55007 -13.1743 60.3271 -331.691 62.0896 -326.549 0.0 62.0896 -326.549 24.3352 -35.0736 -275.1978 40.0262 40.0262
10 5 -7.113214 0.0 -42.6479 8.63859 -15.1444 60.3271 -331.691 61.584 -320.535 0.0 61.584 -320.535 26.5828 -42.6479 -275.0161 38.7537 38.7537
10 6 -7.0472894 0.0 -41.7496 8.61754 -15.1462 60.3271 -331.691 61.6463 -320.977 0.0 61.6463 -320.977 26.3859 -41.7496 -274.6944 39.0013 39.0013
10 7 -6.897869 0.0 -39.9772 8.61858 -15.1518 60.3271 -331.691 61.8571 -321.605 0.0 61.8571 -321.605 26.2253 -39.9772 -273.49982 39.9172 39.9172
11 0 -6.5760274 0.0 -25.685 8.66781 -15.2342 60.3271 -331.691 62.1148 -338.843 0.0 62.1148 -338.843 26.7799 -25.685 -275.63327 46.2904 46.2904
11 1 -6.420864 0.0 -23.7296 8.71352 -15.2063 60.3271 -331.691 62.4165 -339.698 0.0 62.4165 -339.698 26.1641 -23.7296 -274.847 46.2936 46.2936
11 2 -6.3793645 0.0 -23.6036 8.62159 -15.0901 60.3271 -331.691 61.9497 -338.519 0.0 61.9497 -338.519 25.8508 -23.6036 -274.3221 47.6443 47.6443
11 3 -6.432685 0.0 -23.9628 8.49204 -13.5163 60.3271 -331.691 61.9468 -337.457 0.0 61.9468 -337.457 25.4496 -23.9628 -274.0234 47.6282 47.6282
11 4 -6.4007196 0.0 -23.6071 8.48105 -13.5877 60.3271 -331.691 62.0025 -337.659 0.0 62.0025 -337.659 25.3108 -23.6071 -273.9528 47.4184 47.4184
11 5 -6.4040265 0.0 -22.6305 8.86572 -14.8014 60.3271 -331.691 62.4523 -340.537 0.0 62.4523 -340.537 26.8339 -22.6305 -273.8813 46.9793 46.9793
11 6 -6.353191 0.0 -23.0027 8.48831 -13.5662 60.3271 -331.691 62.174 -338.049 0.0 62.174 -338.049 25.2523 -23.0027 -273.6254 47.5737 47.5737
11 7 -6.255395 0.0 -21.9677 8.55662 -15.3392 60.3271 -331.691 62.1628 -339.701 0.0 62.1628 -339.701 26.4771 -21.9677 -273.02878 48.6056 48.6056
12 0 -6.7846403 0.0 -33.5433 8.58141 -13.0726 60.3271 -331.691 62.1189 -328.083 0.0 62.1189 -328.083 24.014 -33.5433 -275.4934 38.0596 38.0596
12 1 -6.7846403 0.0 -33.5433 8.58141 -13.0726 60.3271 -331.691 62.1189 -328.083 0.0 62.1189 -328.083 24.014 -33.5433 -275.4934 38.0596 38.0596
12 2 -6.72473 0.0 -32.2606 8.56063 -13.2362 60.3271 -331.691 62.1632 -329.351 0.0 62.1632 -329.351 24.8883 -32.2606 -274.56012 38.9963 38.9963
12 3 -6.736859 0.0 -32.287 8.56754 -13.2638 60.3271 -331.691 62.152 -329.508 0.0 62.152 -329.508 25.0994 -32.287 -274.54358 39.0209 39.0209
